,unit_type,My rank is: Response,Rank,Year,A grievance/complaint against my unit chain-of-command will be handled in a fair and timely manner by my chain-of-command,Airmen in my unit consider the environmental impact of their actions,"During my performance feedback session, my supervisor provided me with feedback that enabled me to improve my performance prior to my annual performance review",I am allocated the correct amount of training hours each month to operate safely,I am encouraged to be innovative even if that means I might make a mistake,"I am informed of critical information (e.g. work schedules, policies, uniform of the day, etc.) in a reasonable amount of time",I feel I am a valued member of my unit,I feel adequately prepared to deploy and execute my assigned AEF duties,I have been adequately trained for the job I am expected to do,"I have easy and timely access to the written guidance I need to do my job (e.g., AFIs, MAJCOM Supplements, TOs, Self-Assessment Communicators, etc)",I have enough time to accomplish my daily workload during my normal duty hours,"I have the equipment (tools, spare parts, information technology, safety gear, etc.) I need to do my job the right way",I have the opportunity to develop other professional skills,I have the opportunity to develop/improve my AFSC/Special Duty Identifier-related skills,"I trust my leadership chain, from my supervisor to my Wing Commander (or FOA/DRU Commander)",I would be able to complete my assigned tasks if my work center lost communications capability,Individuals in my unit are comfortable approaching supervisors about personal problems,Members of my unit take good care of the equipment they use,My commander is concerned about my personal welfare,My deployment schedule is predictable enough for me to plan and participate in off-duty activities,My duty schedule is predictable enough for me to plan and participate in off-duty activities,My job is designed so I know when I have performed well,My leadership gets the right information about problems in my unit so he/she can fix them,"My position/job description (for both military and civilians) is current and accurately describes my daily functions, tasks and responsibilities",My supervisor corrects poor performance in my work group,My supervisor is concerned with my professional development,My unit accurately accounts for our equipment,My unit challenges inefficient ways of doing business,My unit closely monitors and tracks job qualifications,My unit has a sufficient number of experienced personnel to accomplish our primary mission,My unit has a sufficient number of personnel to accomplish our primary mission,My unit has an effective long-range scheduling process,My unit has processes in place to identify and share lessons learned,My unit has the sufficient funding to accomplish all of our missions,My unit is serious about preventing sexual assault and sexual harassment,My unit leadership chain applies disciplinary standards in a fair and consistent manner,My unit leadership chain consistently reinforces the USAF Core Values and their application to daily operations,My unit provides me sufficient time during working hours to participate in a physical fitness program,My unit spends end-of-year fallout money wisely,My unit takes suicide prevention seriously,My units communication processes prevent wasted effort and/or resources,My units communication system and information flow are effective up and down the chain of command,My units daily activities improve our ability to execute our most demanding mission,My units leaders reward individual performance fairly,My units strategic plan improves unit performance,My units strategic plan translates to what I do on a daily basis,My work center is adequately prepared to execute required operations during the most likely local contingencies,My work facilities enable effective mission accomplishment,Y,Performing my primary AFSC duties is NOT significantly impacted by additional duties,Performing my primary AFSC duties is NOT significantly impacted by ancillary training,Personnel in my unit do not feel pressured to cut corners to accomplish the mission,"Personnel in my unit have the time to become proficient in, then master, their primary AFSC duties","Personnel in my work section treat me with dignity, trust and respect",Standards in my unit are enforced,Teamwork at all levels is prevalent throughout my unit,The actions and decisions of my supervisor indicate he/she values my time,The mentoring I have received in this unit has been helpful in my development,"The performance evaluations (EPR, OPR, civilian performance appraisal) Ive received from my current unit have been fair","The policies and decisions of my AFSC community (e.g., HAF or MAJCOM CE, Comm, SF, Personnel, Ops, etc.) indicate my time is valued",The policies and decisions of other AFSC communities indicate my time is valued,The tasks I perform at work provide me with a sense of accomplishment,The written guidance I use helps me prioritize my work,location,wing,nma_category,Leadership,Strategic Plan,Impact of Additional Duties,Equipment,Duty Schedule,Supervisor,Adequate Training,Sufficient Personnel,Sexual Harrassment / Suicide,clusters
5848,Operator,E4-E6,2,2015,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,2,-1,-2,1,-2,-1,1,-1,-1,-2,-2,1,0,-2,1,1,1,1,1,1,1,1,1,-1,0,0,-1,1,8,-1,1,1,1,1,1,1,-2,-1,1,1,1,-1,1,SAAG,502FD,DCA,1.7721161592667474,0.0,-0.021812607647241578,1.116074006514614,1.1491526836086399,-1.2406570437431699,0.5617585398811763,-2.6440722895113433,1.477475948089832,0
5849,Operator,E1-E3,1,2015,1,1,2,2,1,2,2,1,2,2,-1,2,1,2,2,0,2,1,1,1,2,-1,1,1,2,2,-1,1,2,-1,-1,1,1,0,1,0,1,2,0,2,-2,-2,0,1,2,1,0,2,9,1,1,0,2,1,1,2,1,2,1,1,1,2,1,SAAG,502FD,DCA,8.737279861579207,2.0073571734705653,1.3243255624942343,1.6205905135771403,1.1491526836086399,2.776744788591843,1.1235170797623526,-1.3220361447556717,2.1872074311961405,2
5850,Operator,E1-E3,1,2015,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,-1,-1,1,1,0,2,1,1,-1,1,2,1,1,2,1,1,1,2,2,7,1,1,1,1,1,1,1,2,1,1,2,-1,2,1,SAAG,502FD,DCA,9.607483959575394,1.3396559625814328,1.3243255624942343,1.6205905135771403,0.5745763418043199,2.2577603338000287,0.5617585398811763,-1.3220361447556717,2.954951896179664,3
5851,NC3,O1-O3,4,2015,0,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,-1,1,0,1,1,2,1,1,1,2,1,1,1,1,1,0,0,1,1,7,1,1,0,-1,1,1,1,1,1,1,1,-1,2,1,SAAG,502FD,DCA,9.635199258118476,0.0,1.3243255624942343,2.232148013029228,0.5745763418043199,1.6781683741306237,0.5617585398811763,0.058012271915911184,2.2452204130733557,0
5852,Operator,E4-E6,2,2015,1,1,0,1,1,1,2,2,1,1,-1,1,1,1,1,-1,-1,1,1,1,1,1,0,2,2,2,1,0,1,1,1,0,1,1,2,-1,1,2,1,2,1,1,0,0,0,0,1,2,8,1,1,0,1,2,2,1,2,0,1,2,1,2,1,SAAG,502FD,DCA,7.092787974177058,0.0,1.3243255624942343,1.116074006514614,0.5745763418043199,2.3392334582043888,0.5617585398811763,1.3220361447556717,2.954951896179664,0
5853,Operator,E1-E3,1,2015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,0,-1,1,1,0,2,1,1,1,0,2,1,1,2,1,1,1,2,1,9,1,1,1,1,1,1,1,2,1,1,1,1,1,1,SAAG,502FD,DCA,10.177994250702096,1.3396559625814328,1.3243255624942343,1.116074006514614,0.5745763418043199,2.2577603338000287,0.5617585398811763,-0.6900242083357915,2.954951896179664,3
5854,Operator,E4-E6,2,2015,2,2,-1,1,2,2,2,2,-1,1,-2,2,-1,1,2,1,2,2,2,2,-2,1,2,2,1,2,2,-1,2,1,-2,1,1,0,2,2,2,2,0,2,1,2,2,-2,1,1,1,2,7,1,-1,2,1,2,2,2,-1,-1,2,2,1,2,1,SAAG,502FD,DCA,14.49982324491999,1.3396559625814328,0.021812607647241578,1.7276315059667011,-1.1491526836086399,0.09190593416774462,-0.5617585398811763,-0.7480364802517027,2.954951896179664,4
5855,Operator,E4-E6,2,2015,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,0,2,2,2,2,1,0,1,1,0,1,0,2,2,2,1,0,2,1,2,1,1,1,1,1,2,7,1,1,1,1,2,2,2,2,1,2,1,1,1,2,SAAG,502FD,DCA,14.447382074171616,1.3396559625814328,1.3243255624942343,2.232148013029228,1.1491526836086399,3.3563367482612474,1.1235170797623526,1.3220361447556717,2.954951896179664,3
5856,Operator,E4-E6,2,2015,0,1,2,1,2,1,2,0,1,2,-1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,-1,-1,-1,1,-1,1,2,1,1,1,0,2,1,1,1,1,0,0,1,1,4,-1,1,-1,1,2,1,-1,2,2,1,-1,2,1,1,SAAG,502FD,DCA,11.240886614080228,0.0,-0.021812607647241578,1.6205905135771403,0.5745763418043199,3.3563367482612474,0.5617585398811763,-1.3220361447556717,2.954951896179664,3
5857,NC3,E4-E6,2,2015,-1,1,0,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,-2,1,1,-1,-1,1,1,-1,1,0,0,-2,-2,0,0,0,0,-1,0,1,0,0,-1,-1,0,0,0,0,-1,1,2,-2,-1,-1,-1,-1,1,-1,-1,0,1,-1,1,-1,1,SAAG,502FD,DCA,-7.095024169220287,0.0,-1.9973946475649722,1.116074006514614,0.5745763418043199,-1.1696167291021944,-0.5617585398811763,-2.6440722895113433,0.0,1
5858,Operator,E4-E6,2,2015,0,1,1,1,-1,1,2,1,1,1,-2,1,1,-1,1,-1,-1,1,1,-2,-2,2,-2,1,-1,-1,1,-2,-1,-2,-2,-1,0,-2,2,1,2,-2,1,2,1,-1,1,1,0,0,1,-1,7,-2,-2,-1,1,2,1,-1,-1,0,1,1,1,2,-1,SAAG,502FD,DCA,4.110814788771362,0.0,-2.6486511249884686,1.116074006514614,-1.1491526836086399,-0.661065084073765,0.5617585398811763,-2.6440722895113433,2.954951896179664,4
5859,Operator,E1-E3,1,2015,1,2,2,1,2,1,2,2,2,2,-1,1,2,2,2,2,2,2,2,0,1,2,1,1,2,2,2,2,2,1,-1,1,1,1,2,2,2,1,1,2,1,-1,1,2,2,1,1,2,10,-1,1,2,1,2,1,2,1,2,0,1,1,1,2,SAAG,502FD,DCA,15.27149780560159,2.0073571734705653,-0.021812607647241578,2.232148013029228,0.5745763418043199,2.776744788591843,1.1235170797623526,-0.058012271915911184,2.954951896179664,3
5860,Operator,E1-E3,1,2015,-1,1,2,-2,1,-1,-2,-1,-2,1,-1,-2,-1,-1,1,-2,1,1,2,1,1,-2,2,2,1,1,1,-1,1,-2,-2,-2,-1,-1,2,-2,1,-2,-1,2,-2,-2,1,-2,1,1,1,1,3,-1,1,-1,-2,-1,1,1,-1,1,1,-2,1,1,1,SAAG,502FD,DCA,-0.8445958059575214,1.3396559625814328,-0.021812607647241578,1.116074006514614,0.5745763418043199,1.0275360998202432,-1.1235170797623526,-2.6440722895113433,2.954951896179664,4
5861,NC3,E4-E6,2,2015,0,-2,1,-1,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,-1,0,0,1,1,1,1,0,0,-1,1,0,0,1,2,1,1,1,0,2,0,1,0,0,0,0,0,1,6,0,0,0,0,1,1,1,-1,1,0,1,1,1,1,SAAG,502FD,DCA,5.578787215658325,0.0,0.0,1.116074006514614,-0.5745763418043199,0.518984454791814,0.5617585398811763,0.058012271915911184,2.954951896179664,4
5862,Security,E4-E6,2,2015,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,1,1,0,1,2,2,1,2,1,1,-1,0,1,1,2,0,1,1,0,2,0,1,1,0,1,1,1,1,4,1,1,1,1,2,1,0,2,1,1,-1,1,1,1,SAAG,502FD,DCA,5.875601490637743,1.3396559625814328,1.3243255624942343,1.116074006514614,0.5745763418043199,3.3563367482612474,0.5617585398811763,-0.058012271915911184,2.954951896179664,0
5863,Security,E4-E6,2,2015,0,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,-1,1,1,-1,2,1,1,1,-1,1,-1,-2,0,1,-1,1,-1,1,1,0,-1,-1,1,1,-2,-1,1,1,-1,2,1,1,-1,1,1,1,-1,1,1,-1,-1,-1,1,1,SAAG,502FD,DCA,2.194758296223059,0.0042535408031673105,1.3243255624942343,-0.10704099238956089,0.5745763418043199,1.6781683741306237,0.5617585398811763,-2.012060353091463,0.058012981877215375,0
5864,Security,E7-E9,3,2015,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,8,1,1,1,2,1,2,1,1,1,2,2,1,1,1,SAAG,502FD,DCA,11.426902994811805,1.3396559625814328,1.3243255624942343,1.116074006514614,0.5745763418043199,2.2681931435634133,1.1235170797623526,1.954048081175552,2.954951896179664,3
5865,Security,E7-E9,3,2015,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,-2,-1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,SAAG,502FD,DCA,9.607483959575394,1.3396559625814328,1.3243255624942343,1.116074006514614,0.5745763418043199,1.1696167291021944,0.5617585398811763,-2.012060353091463,2.954951896179664,0
5866,Security,E7-E9,3,2015,0,-1,0,2,1,1,1,2,1,1,-1,2,1,1,1,0,1,1,1,1,2,1,1,1,1,1,2,1,1,1,-1,1,1,-1,2,1,1,1,2,2,1,-1,0,-1,1,1,0,-1,4,-1,1,1,1,2,1,1,1,1,-1,1,1,2,1,SAAG,502FD,DCA,7.107140148594954,1.3396559625814328,-0.021812607647241578,1.116074006514614,1.1491526836086399,1.1696167291021944,0.5617585398811763,-0.058012271915911184,2.954951896179664,3
5867,Security,E4-E6,2,2015,-1,1,1,1,-1,1,1,2,2,2,1,-2,1,1,-1,-1,0,1,1,1,1,1,-1,1,2,1,0,0,0,1,-1,1,1,-2,1,0,1,2,0,2,0,-1,1,-2,1,1,1,1,6,1,1,0,0,1,1,-1,1,1,1,-1,1,2,2,SAAG,502FD,DCA,-1.3021701076618257,1.3396559625814328,1.3243255624942343,1.6205905135771403,0.5745763418043199,1.6781683741306237,1.1235170797623526,-0.058012271915911184,2.1872074311961405,1
5868,Security,E4-E6,2,2015,-1,-1,1,1,-2,-1,-1,1,1,1,1,-1,-2,-2,-1,-2,-1,-2,1,-2,1,1,-1,1,1,1,1,-2,1,-1,-2,1,1,-1,2,1,-1,1,-1,2,1,-2,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,-2,-2,1,1,1,1,1,-2,1,SAAG,502FD,DCA,-6.210404262005429,-1.3396559625814328,1.3243255624942343,-0.7185984918416483,0.5745763418043199,1.6781683741306237,0.5617585398811763,-2.012060353091463,2.954951896179664,4
5869,Security,E4-E6,2,2015,0,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1,0,0,1,0,1,-1,1,1,0,0,0,0,1,3,1,1,0,1,1,1,0,1,0,1,1,1,1,1,SAAG,502FD,DCA,2.2940900948189205,0.0,1.3243255624942343,1.116074006514614,0.5745763418043199,1.6781683741306237,0.5617585398811763,-0.058012271915911184,1.477475948089832,0
5870,Security,E7-E9,3,2015,1,-1,1,1,2,1,-1,0,2,2,-1,1,1,1,1,-1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,-1,1,1,1,2,1,1,-1,0,2,1,1,1,1,1,1,2,1,5,1,2,1,1,2,1,-1,1,1,2,2,1,1,1,SAAG,502FD,DCA,8.144327101454296,1.3396559625814328,1.9755820399177306,1.6205905135771403,0.5745763418043199,1.6781683741306237,1.1235170797623526,-0.058012271915911184,2.954951896179664,3
5871,NC3,E7-E9,3,2015,0,1,1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,-1,-1,1,1,-1,1,1,-1,-1,-2,-1,-1,1,2,1,1,1,1,2,1,1,0,1,0,0,2,2,5,1,1,1,-1,1,1,-1,1,-1,1,1,1,-1,1,SAAG,502FD,DCA,1.8531924444018215,0.0,1.3243255624942343,1.116074006514614,0.5745763418043199,0.49811883526504486,-0.5617585398811763,-2.012060353091463,2.954951896179664,4
5872,Operator,O4-O6,5,2017,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,-2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,1,-1,1,1,1,1,1,1,1,1,1,1,1,2,SAAG,502FD,DCA,9.607483959575394,1.3396559625814328,0.021812607647241578,2.232148013029228,0.5745763418043199,1.6781683741306237,0.5617585398811763,-0.058012271915911184,1.477475948089832,0
5873,Security,E4-E6,2,2017,2,1,1,1,1,2,2,1,-1,2,2,2,1,1,1,-2,1,1,2,2,2,2,1,1,2,2,-1,0,1,1,-1,1,2,1,2,1,1,2,1,2,1,1,1,0,0,0,1,1,7,1,1,-2,2,1,2,2,1,2,1,1,1,2,2,SAAG,502FD,DCA,12.536020894820659,0.0,1.3243255624942343,1.6205905135771403,1.1491526836086399,2.2681931435634133,-0.5617585398811763,-0.058012271915911184,2.954951896179664,4
5874,Maintenance,E7-E9,3,2017,1,2,-2,-2,1,1,-2,1,1,2,-2,-1,1,1,-1,-2,2,2,2,2,2,-1,1,2,2,-2,2,2,2,-2,-2,1,2,-2,2,2,2,2,2,2,-1,1,-1,-2,-1,-1,2,-2,4,-2,-2,1,1,2,2,-2,-1,-2,-2,-1,-1,-2,-2,SAAG,502FD,DCA,3.563102767999861,-1.3396559625814328,-2.6486511249884686,2.232148013029228,1.1491526836086399,-2.776744788591843,0.5617585398811763,-2.6440722895113433,2.954951896179664,4
5875,NC3,E1-E3,1,2017,1,1,1,1,2,1,1,-1,1,2,1,-1,1,-1,2,-1,1,1,2,1,1,-1,-1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,-1,1,-1,1,1,1,0,0,1,1,8,1,1,-2,1,1,1,1,2,0,0,1,1,-1,-1,SAAG,502FD,DCA,8.00876735644135,0.0,1.3243255624942343,1.6205905135771403,0.5745763418043199,2.2577603338000287,0.5617585398811763,1.3220361447556717,1.477475948089832,0
5876,Security,E4-E6,2,2017,0,1,-2,1,-1,1,-1,1,-1,2,1,1,1,1,-1,1,1,1,1,-2,1,-1,1,1,1,1,1,-1,1,-2,-2,-1,1,0,2,1,1,1,0,2,-1,-1,1,-1,0,0,2,1,4,1,1,2,1,1,1,-1,1,-1,1,1,-1,-1,1,SAAG,502FD,DCA,-0.48347931863773674,0.0,1.3243255624942343,1.6205905135771403,0.5745763418043199,0.15251343904533554,-0.5617585398811763,-2.6440722895113433,2.954951896179664,4
5877,NC3,E1-E3,1,2017,2,1,2,1,-1,1,1,2,1,1,2,-1,1,1,1,1,1,2,2,1,2,1,-1,1,2,-2,1,1,1,-1,-2,1,1,-1,2,2,2,1,-1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,-1,1,-1,SAAG,502FD,DCA,10.610013835191896,1.3396559625814328,1.3243255624942343,1.7276315059667011,1.1491526836086399,0.9962376705300897,0.5617585398811763,-2.012060353091463,2.954951896179664,3
5878,Maintenance,E4-E6,2,2017,2,1,2,2,2,2,2,0,1,2,2,2,2,2,2,2,2,2,-2,0,2,2,2,2,2,-2,2,2,2,1,1,0,2,0,2,2,2,2,2,2,0,1,2,1,0,0,2,2,7,1,1,2,2,2,2,2,2,2,1,2,2,2,2,SAAG,502FD,DCA,14.684761558241583,0.0,1.3243255624942343,2.232148013029228,1.1491526836086399,0.9962376705300897,0.5617585398811763,1.3220361447556717,2.954951896179664,3
5879,Safety,O4-O6,5,2017,1,1,1,1,1,1,1,1,1,1,-2,1,-1,1,1,-2,0,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,0,1,1,1,1,-2,0,1,1,1,1,1,1,1,1,2,8,1,1,1,1,1,1,2,1,0,0,1,1,1,1,SAAG,502FD,DCA,9.129565981181592,1.3396559625814328,1.3243255624942343,1.7276315059667011,0.5745763418043199,1.6781683741306237,0.5617585398811763,1.3220361447556717,1.477475948089832,0
5880,Safety,E4-E6,2,2017,-2,-2,-2,-1,-2,-1,-2,-1,-1,2,-2,2,-1,-1,-2,-2,-2,1,-2,1,2,-2,-2,1,-2,-2,-1,-2,-2,-2,-2,1,-2,2,-1,-2,-2,-2,-1,-1,-2,-1,-1,-2,-1,-1,-1,1,1,-2,-2,-1,-1,-2,-1,-2,-2,-2,-2,-2,1,1,-1,SAAG,502FD,DCA,-18.067390022484073,-1.3396559625814328,-2.6486511249884686,1.6205905135771403,1.1491526836086399,-3.3563367482612474,-0.5617585398811763,-2.6440722895113433,-1.477475948089832,1
5881,Safety,E7-E9,3,2017,0,1,1,2,2,1,1,2,2,2,2,2,2,1,1,0,-1,2,2,2,2,0,0,1,2,2,1,0,0,2,2,0,0,1,2,0,2,2,1,2,1,1,0,1,0,0,0,2,7,0,0,0,0,2,-1,1,2,1,1,1,1,1,2,SAAG,502FD,DCA,7.707806381550991,0.0,0.0,2.232148013029228,1.1491526836086399,2.847785103232818,1.1235170797623526,2.6440722895113433,2.954951896179664,3
5882,NC3,E7-E9,3,2017,-1,1,1,1,1,1,1,2,1,-1,1,1,-1,-1,-1,-2,1,1,-1,1,1,1,-1,-1,1,1,-2,1,-1,-1,1,-1,-1,1,1,1,-1,1,0,1,-1,-1,1,1,0,0,-1,1,6,-1,1,-1,-1,2,1,-1,1,1,0,1,1,-1,-1,SAAG,502FD,DCA,0.5176753501344478,0.0,-0.021812607647241578,0.10704099238956089,0.5745763418043199,1.6781683741306237,0.5617585398811763,0.058012271915911184,1.477475948089832,0
5883,NC3,E4-E6,2,2017,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,-2,2,2,2,1,1,-1,1,1,1,2,1,1,-1,-2,-1,1,1,0,2,1,1,2,1,2,-1,1,1,1,1,1,1,2,6,1,1,1,1,2,1,1,2,1,2,1,1,1,1,SAAG,502FD,DCA,10.24473924345996,1.3396559625814328,1.3243255624942343,2.232148013029228,0.5745763418043199,3.3563367482612474,0.5617585398811763,-1.954048081175552,2.954951896179664,0
5884,Operator,E7-E9,3,2017,0,1,0,1,2,2,2,1,1,1,-1,1,1,1,2,-2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,2,1,1,1,1,1,2,9,1,1,1,1,2,2,2,2,0,2,-1,1,1,-1,SAAG,502FD,DCA,15.709128668890878,1.3396559625814328,1.3243255624942343,1.7276315059667011,1.1491526836086399,2.3392334582043888,0.5617585398811763,1.3220361447556717,1.477475948089832,0
5885,NC3,E4-E6,2,2017,2,1,2,2,2,1,1,2,-1,2,1,-2,2,-1,-1,-2,1,1,2,2,-1,1,-1,1,1,2,2,2,1,1,-2,-1,1,-2,2,2,2,1,1,2,-1,-2,2,2,0,0,-2,2,5,-1,1,1,-2,2,2,-2,2,2,2,1,1,-1,2,SAAG,502FD,DCA,8.075961477131926,0.0,-0.021812607647241578,1.6205905135771403,-0.5745763418043199,3.3563367482612474,-0.5617585398811763,-0.7480364802517027,2.954951896179664,4
5886,Operator,E4-E6,2,2017,1,-1,1,1,1,1,1,1,1,2,1,1,1,1,1,-1,1,1,1,1,1,1,-1,2,1,1,1,-1,-1,-1,1,-1,-1,1,2,1,-1,1,1,2,0,-1,1,-1,1,1,1,1,5,1,1,1,1,1,-1,-1,1,1,1,1,1,1,2,SAAG,502FD,DCA,1.7207256877349104,1.3396559625814328,1.3243255624942343,1.6205905135771403,0.5745763418043199,1.6781683741306237,0.5617585398811763,0.058012271915911184,2.954951896179664,0
5887,Security,E4-E6,2,2017,1,-1,0,2,-1,-1,-1,1,1,2,1,1,-1,1,-1,-1,-1,-1,1,-2,-1,-1,0,1,1,-1,1,2,2,1,-2,-1,-1,-1,-1,-2,-1,2,0,1,-2,-2,-1,-1,0,0,-2,1,4,1,-2,-1,-2,1,-1,-1,-1,1,-1,1,-1,-1,2,SAAG,502FD,DCA,-6.32653436194599,0.0,-0.6294438697762548,0.3974755146729656,-0.5745763418043199,-1.1696167291021944,0.5617585398811763,-0.7480364802517027,-0.058012981877215375,1
5888,Operator,E4-E6,2,2017,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,SAAG,502FD,DCA,19.214967919150787,2.6793119251628656,0.6294438697762548,2.232148013029228,1.1491526836086399,3.3563367482612474,1.1235170797623526,2.6440722895113433,2.954951896179664,3
5889,Operator,E4-E6,2,2017,0,2,1,1,2,2,2,2,1,2,1,2,2,2,2,0,2,2,2,-1,1,0,0,-1,2,1,2,0,0,1,-1,0,0,2,2,2,2,1,2,2,2,2,0,1,0,0,0,2,10,0,0,0,0,2,2,2,1,1,1,1,1,1,1,SAAG,502FD,DCA,15.670033938020094,0.0,0.0,2.232148013029228,0.5745763418043199,1.6781683741306237,0.5617585398811763,-0.058012271915911184,2.954951896179664,3
5890,Operator,E4-E6,2,2017,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,0,2,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,8,1,1,0,0,1,1,0,1,0,0,1,1,1,1,SAAG,502FD,DCA,5.920939354141468,0.0,1.3243255624942343,1.116074006514614,0.5745763418043199,1.1696167291021944,0.5617585398811763,1.3220361447556717,1.477475948089832,0
5891,Operator,E4-E6,2,2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,SAAG,502FD,DCA,9.607483959575394,1.3396559625814328,-1.3243255624942343,1.116074006514614,-0.5745763418043199,1.6781683741306237,0.5617585398811763,1.3220361447556717,1.477475948089832,2
5892,Operator,E4-E6,2,2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,1,-1,-1,1,1,1,1,0,1,0,1,1,0,1,1,2,1,8,1,1,2,0,1,1,1,1,0,0,1,1,1,1,SAAG,502FD,DCA,7.907587505266776,1.3396559625814328,1.3243255624942343,1.116074006514614,0.5745763418043199,1.6781683741306237,0.5617585398811763,-1.3220361447556717,1.477475948089832,0
5893,NC3,O4-O6,5,2017,1,1,0,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,2,1,1,1,-1,1,1,1,0,1,2,1,1,2,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,2,2,0,1,1,2,1,SAAG,502FD,DCA,10.262010909935633,1.3396559625814328,1.3243255624942343,1.116074006514614,0.5745763418043199,2.3392334582043888,0.5617585398811763,0.058012271915911184,1.477475948089832,0
5894,Safety,O4-O6,5,2017,1,1,0,1,2,2,2,1,1,2,-2,1,2,-1,1,-1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,0,1,1,2,1,2,-1,1,1,-1,1,1,1,1,1,-1,1,7,1,-2,1,1,2,1,1,2,1,0,1,1,1,-1,SAAG,502FD,DCA,11.565793572616208,1.3396559625814328,-0.6294438697762548,1.6205905135771403,0.5745763418043199,2.3392334582043888,0.5617585398811763,1.3220361447556717,2.2452204130733557,0
5895,Safety,E1-E3,1,2017,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,0,1,0,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,2,1,1,1,1,1,1,SAAG,502FD,DCA,9.085630680079475,1.3396559625814328,1.3243255624942343,1.7276315059667011,0.5745763418043199,3.3563367482612474,0.5617585398811763,1.3220361447556717,1.477475948089832,0
5896,Operator,O1-O3,4,2017,-2,1,0,1,-1,-2,-1,-1,-1,1,1,1,1,1,-1,-1,-2,1,-1,-1,1,-2,-2,-1,-1,-2,1,-1,0,-2,-2,-1,-1,1,1,-1,-1,-1,1,1,-2,-2,0,1,0,0,1,1,4,1,1,0,1,2,-1,-1,-1,-2,0,1,1,1,1,SAAG,502FD,DCA,-10.032917198564203,0.0,1.3243255624942343,1.116074006514614,0.5745763418043199,-1.7596414985349838,-0.5617585398811763,-2.6440722895113433,1.477475948089832,1
